section=things
level	type	x	y	width	height	pipeHeight	contents	hidden	transport	entrance	pattern	
8-2-0	Floor	0	0	15	0							
8-2-0	Floor	128	0	5	0							
8-2-0	Lakitu	128	84	0	0							
8-2-0	Stone	136	8	0	0							
8-2-0	Stone	144	16	0	2							
8-2-0	Stone	152	24	0	3							
8-2-0	Stone	160	32	0	4							
8-2-0	Floor	176	0	14	0							
8-2-0	Stone	176	48	0	6							
8-2-0	Stone	184	56	0	7							
8-2-0	Stone	192	64	2	8							
8-2-0	Block	232	32	4	0							
8-2-0	Floor	296	0	8	0							
8-2-0	Brick	344	64	0	0							
8-2-0	Springboard	352	14.5	0	0							
8-2-0	Brick	352	64	0	0		Mushroom1Up					
8-2-0	Brick	360	64	31	0							
8-2-0	Floor	368	0	4	0							
8-2-0	Floor	408	0	0	0							
8-2-0	Floor	424	0	3	0							
8-2-0	Floor	456	0	6	0							
8-2-0	Koopa	456	26	0	0							
8-2-0	Floor	512	0	14	0							
8-2-0	Brick	616	32	2	0							
8-2-0	PlantLarge	552	23	0	0							
8-2-0	Floor	640	0	4	0							
8-2-0	Floor	680	0	53	0							
8-2-0	Cannon	680	16	0	2							
8-2-0	Koopa	736	32	0	0							
8-2-0	Cannon	744	8	0	0							
8-2-0	Koopa	760	24	0	0							
8-2-0	Brick	792	32	0	0							
8-2-0	Brick	800	32	0	0		Mushroom					
8-2-0	Cannon	840	16	0	2							
8-2-0	Brick	880	32	8	0							
8-2-0	Fence	888	8	0	0							
8-2-0	Beetle	888	8.5	0	0							
8-2-0	Cannon	920	8	0	0							
8-2-0	Brick	944	32	0	0							
8-2-0	PlantLarge	936	23	0	0							
8-2-0	Stone	952	32	0	0							
8-2-0	Cannon	952	40	0	0							
8-2-0	Brick	960	32	0	0		Mushroom					
8-2-0	Beetle	968	8.5	0	0							
8-2-0	Beetle	984	8.5	0	0							
8-2-0	Cannon	1000	24	0	3							
8-2-0	Pipe	1048	0	0	2	16						
8-2-0	Floor	1112	0	5	0							
8-2-0	Koopa	1112	12	0	0							
8-2-0	Pipe	1136	0	0	2	16						
8-2-0	Floor	1160	0	0	0							
8-2-0	Floor	1176	0	0	0							
8-2-0	Floor	232	0	20	0							
8-2-0	Fence	1272	8	0	0							
8-2-0	Pipe	1248	0	0	4	32			8-2-L2			
8-2-0	Pipe	1304	0	0	2	16				8-2-L1		
8-2-0	PlantLarge	1320	23	0	0							
8-2-0	Koopa	1360	32	0	0							
8-2-0	Koopa	1376	24	0	0							
8-2-0	Floor	1400	0	0	0							
8-2-0	Cannon	1400	16	0	2							
8-2-0	Koopa	1400	48	0	0							
8-2-0	Floor	1432	0	23	0							
8-2-0	Stone	1456	8	0	0							
8-2-0	Stone	1464	16	0	2							
8-2-0	Stone	1472	24	0	3							
8-2-0	Goomba	1472	32	0	0							
8-2-0	Stone	1480	32	0	4							
8-2-0	Stone	1488	40	0	5							
8-2-0	Goomba	1488	48	0	0							
8-2-0	Beetle	1512	8.5	0	0							
8-2-0	Cannon	1528	8	0	0							
8-2-0	Cannon	1528	24	0	2							
8-2-0	Stone	1592	8	0	0							
8-2-0	Stone	1600	16	0	2							
8-2-0	Stone	1608	24	0	3							
8-2-0	Floor	1624	0	0	0							
8-2-0	Stone	1624	40	0	5							
8-2-0	Koopa	1624	72	0	0							
8-2-0	SceneryBlocker	1640	24	1	3							
8-2-0	Floor	1648	0	40	0							
8-2-0	DisableLakitu	1648	0	0	0							
8-2-0	Stone	1648	64	2	10							
8-2-0	PlantLarge	1704	32	0	0							
8-2-0	Pattern	1724	0	0	0						SceneryCastleOutside	
8-2-1	Location	0	0	0	0					8-2-L2		
8-2-1	Ceiling	32	0	0.875	0							
8-2-1	Floor	0	0	17	0							
8-2-1	Brick	0	8	0	11							
8-2-1	Brick	32	48	7	0							
8-2-1	Brick	32	56	0	0							
8-2-1	Coin	42	55	0	0							
8-2-1	Coin	42	63	0	0							
8-2-1	Coin	50	55	0	0							
8-2-1	Coin	50	63	0	0							
8-2-1	Coin	58	55	0	0							
8-2-1	Coin	58	63	0	0							
8-2-1	Coin	66	55	0	0							
8-2-1	Coin	66	63	0	0							
8-2-1	Coin	74	55	0	0							
8-2-1	Coin	74	63	0	0							
8-2-1	Brick	80	56	0	4							
8-2-1	Brick	88	56	2	0							
8-2-1	Brick	112	48	0	0		Coin					
8-2-1	PipeHorizontal	104	16	0	0				8-2-L1			
8-2-1	PipeVertical	120	88	0	11							
8-3-0	Location	0	0	0	0					8-3-L0		
8-3-0	Pattern	-384	0	7	0						BackFenceMin3	
8-3-0	CastleSmall	0	0	0	0							
8-3-0	Floor	0	0	69	0							
8-3-0	Fence	120	8	3	0							
8-3-0	Cannon	144	16	0	2							
8-3-0	CastleWall	192	48	8	0							
8-3-0	Koopa	240	32	0	0							
8-3-0	Cannon	272	24	0	3							
8-3-0	CastleWall	296	48	14	0							
8-3-0	Pipe	424	0	0	2.875	23						
8-3-0	Brick	480	32	8	0							
8-3-0	Brick	480	64	6	0							
8-3-0	HammerBro	504	12	0	0							
8-3-0	HammerBro	520	44	0	0							
8-3-0	Brick	528	64	0	0		Mushroom					
8-3-0	Brick	536	64	0	0							
8-3-0	Floor	568	0	4	0							
8-3-0	Stone	568	32	0	4							
8-3-0	Stone	576	24	0	3							
8-3-0	Stone	584	16	0	2							
8-3-0	Stone	592	8	0	0							
8-3-0	Floor	616	0	47	0							
8-3-0	CastleWall	632	48	6	0							
8-3-0	Cannon	688	16	0	2							
8-3-0	CastleWall	704	48	6	0							
8-3-0	Koopa	744	24	0	0							
8-3-0	Stone	760	24	0	3							
8-3-0	CastleWall	776	48	10	0							
8-3-0	Stone	872	32	2	4							
8-3-0	Brick	920	32	8	0							
8-3-0	Brick	920	64	0	0							
8-3-0	Brick	928	64	0	0		Mushroom					
8-3-0	HammerBro	936	44	0	0							
8-3-0	Brick	936	64	6	0							
8-3-0	HammerBro	952	12	0	0							
8-3-0	Floor	1008	0	2	0							
8-3-0	Pipe	1008	0	0	2.875	23						
8-3-0	Floor	1040	0	67	0							
8-3-0	CastleWall	1056	48	34	0							
8-3-0	Koopa	1096	12	0	0							
8-3-0	HammerBro	1168	12	0	0							
8-3-0	HammerBro	1270	12	0	0							
8-3-0	Pipe	1344	0	0	3	24						
8-3-0	CastleWall	1376	48	20	0							
8-3-0	HammerBro	1416	12	0	0							
8-3-0	HammerBro	1480	12	0	0							
8-3-0	Brick	1520	32	0	0		Coin					
8-3-0	Stone	1560	16	0	2							
8-3-0	Stone	1584	16	0	0							
8-3-0	Stone	1600	32	0	0							
8-3-0	Stone	1616	48	0	0							
8-3-0	Stone	1632	64	2	0							
8-3-0	Floor	1664	0	32	0							
8-3-0	Pattern	1712	0	0	0						SceneryCastleOutside	
8-4-0	Location	0	0	0	0					8-4-L0		
8-4-0	StartInsideCastle	0	0	0	0							
8-4-0	Stone	0	88	32	0							
8-4-0	Floor	40	24	0	0							
8-4-0	Water	48	0	5	0							
8-4-0	Floor	88	0	8	0							
8-4-0	Pipe	152	16	0	Infinity	Infinity				8-4-L1		
8-4-0	Floor	168	0	11	0							
8-4-0	Section	256	0	0	0							
8-4-1	Location	0	0	0	0					8-4-L2		
8-4-1	Section	0	0	0	0							
8-4-2	Location	0	0	0	0					8-4-L3		
8-4-2	Floor	0	0	3	0							
8-4-2	Stone	0	88	3	0							
8-4-2	Section	24	0	0	0							
8-4-3	Location	0	0	0	0					8-4-L4		
8-4-3	Floor	0	88	2	0							
8-4-3	Floor	16	0	0	0							
8-4-3	Pipe	24	16	0	Infinity	Infinity				8-4-L4		
8-4-3	Floor	40	0	67	0							
8-4-3	Stone	48	24	5	3							
8-4-3	Stone	48	80	5	2							
8-4-3	Stone	48	88	66	0							
8-4-3	Stone	88	32	7	4							
8-4-3	Stone	88	80	7	3							
8-4-3	CastleBlock	160	46	0	0			true				
8-4-3	Blooper	224	16	0	0							
8-4-3	CastleBlock	248	22	0	0			true				
8-4-3	Stone	312	24	3	3							
8-4-3	Stone	312	80	3	3							
8-4-3	CastleBlock	320	54	0	0			true				
8-4-3	Blooper	408	24	0	0							
8-4-3	Blooper	424	56	0	0							
8-4-3	CastleBlock	446	38	0	0			true				
8-4-3	CastleBlock	512	44	0	0			true				
8-4-3	Stone	536	32	5	4							
8-4-3	Stone	536	80	5	3							
8-4-3	PipeHorizontal	544	48	5	0							
8-4-3	Stone	552	56	3	3							
8-4-4	Location	0	0	0	0					8-4-L5		
8-4-4	Pipe	0	16	0	Infinity	Infinity				8-4-L5		
8-4-4	Stone	0	88	28	0							
8-4-4	Floor	16	0	5	0							
8-4-4	Pipe	56	16	0	Infinity	Infinity						
8-4-4	Floor	72	0	9	0							
8-4-4	HammerBro	112	12	0	0							
8-4-4	Water	128	0	7	0							
8-4-4	Podoboo	160	-32	0	0							
8-4-4	Floor	184	24	6	0							
8-4-4	Stone	184	80	6	2							
8-4-4	EndInsideCastle	232	0	0	0							
section=levels
level	setting	static	entry	
1-1-0	Overworld			
1-1-1	Underworld			
1-2-0	Overworld			
1-2-1	Underworld			
1-2-2	Underworld			
1-2-3	Overworld			
1-3-0	Overworld			
1-4-0	Castle			
2-1-0	Overworld			
2-1-1	Sky			
2-1-2	Underworld			
2-2-0	Overworld			
2-2-1	Underwater			
2-2-2	Overworld			
2-3-0	Overworld			
2-4-0	Castle			
3-1-0	Overworld Night Alt			
3-1-1	Underworld			
3-1-2	Sky Night			
3-2-0	Overworld Night Alt			
3-3-0	Overworld Night			
3-4-0	Castle			
4-1-0	Overworld			
4-1-1	Underworld			
4-2-0	Overworld			
4-2-1	Underworld			
4-2-2	Underworld			
4-2-3	Overworld			
4-2-4	Overworld			
4-3-0	Overworld			
4-4-0	Castle			
5-1-0	Overworld Alt			
5-1-1	Underworld			
5-2-0	Overworld Alt			
5-2-1	Underwater			
5-2-2	Sky			
5-3-0	Overworld			
5-4-0	Castle			
6-1-0	Overworld Night			
6-2-0	Overworld Night			
6-2-1	Underworld			
6-2-2	Underwater			
6-2-3	Sky Night			
6-2-4	Underworld			
6-3-0	Overworld Night Alt2			
6-4-0	Castle			
7-1-0	Overworld Alt			
7-1-1	Underworld			
7-2-0	Overworld			
7-2-1	Underwater			
7-2-2	Overworld			
7-3-0	Overworld			
7-4-0	Castle			
8-1-0	Overworld			
8-1-1	Underworld			
8-2-0	Overworld			
8-2-1	Underworld			
8-3-0	Overworld			
8-4-0	Castle			
8-4-1	Castle			
8-4-2	Castle			
8-4-3	Underwater Castle			
8-4-4	Castle			
section=patterns
name	type	x	y	width	height
BackRegular	HillLarge	0	0
BackRegular	Cloud1	68	68
BackRegular	Bush3	92	0
BackRegular	HillSmall	128	0
BackRegular	Cloud1	156	76
BackRegular	Bush1	188	0
BackRegular	Cloud3	220	68
BackRegular	Cloud2	292	76
BackRegular	Bush2	332	0
BackRegular	Blank	384	0


SceneryCastleOutside	SceneryFlagPole	8	80
SceneryCastleOutside	SceneryFlagTop	7	82
SceneryCastleOutside	Stone	4	8
SceneryCastleOutside	SceneryBrickPlain	36	16	2	2
SceneryCastleOutside	SceneryBrickPlain	60	16	2	2
SceneryCastleOutside	SceneryCastleRailing	36	20	5	1
SceneryCastleOutside	SceneryCastleRailing	44	36	3	1
SceneryCastleOutside	SceneryCastleTop	44	32	1	4
SceneryCastleOutside	SceneryCastleTop	48	32	1	1
SceneryCastleOutside	SceneryCastleWindow	48	28
SceneryCastleOutside	SceneryCastleTop	48	20	1	1
SceneryCastleOutside	SceneryCastleTop	52	32	2	4
SceneryCastleOutside	SceneryCastleTop	52	16	2	1
SceneryCastleOutside	SceneryCastleDoor	52	12	1	1
SceneryCastleOutside	SceneryCastleTop	60	32
SceneryCastleOutside	SceneryCastleWindow	60	28
SceneryCastleOutside	SceneryCastleTop	60	20
SceneryCastleOutside	SceneryCastleTop	64	32		4
